Team,Side,Playbook,Formation,Play Name
Jaguars,offense,Playbook 4,Singleback,Empty Base
Jaguars,offense,Playbook 4,Singleback,Empty Base Flex
Jaguars,offense,Playbook 4,Singleback,Spread Y-Slot Wk
Jaguars,offense,Playbook 4,Singleback,Tight Slots
Jaguars,offense,Playbook 4,Singleback,Tight Y Off Wk
Jaguars,offense,Playbook 4,Singleback,Trey Open Offset
Jaguars,offense,Playbook 4,Singleback,Trey Y-Flex
Jaguars,offense,Playbook 4,Singleback,Trio Offset
Jaguars,offense,Playbook 4,Singleback,Wing Slot Wk
Jaguars,offense,Playbook 4,Singleback,Wing Tight
Jaguars,offense,Playbook 4,Singleback,Y Off Trips
Jaguars,offense,Playbook 4,Singleback,Close
Jaguars,offense,Playbook 4,Singleback,H Wing
Jaguars,offense,Playbook 4,Singleback,Normal
Jaguars,offense,Playbook 5,Pistol,Philly
Jaguars,offense,Playbook 5,Pistol,Strong Y Off Close
Jaguars,offense,Playbook 5,Pistol,Wing Flex
Jaguars,offense,Playbook 5,Pistol,Bunch Open Te
Jaguars,offense,Playbook 5,Pistol,Bunch Wide Nasty
Jaguars,offense,Playbook 5,Pistol,Bunch X Nasty
Jaguars,offense,Playbook 5,Pistol,Double Stack
Jaguars,offense,Playbook 5,Pistol,Doubles Offset
Jaguars,offense,Playbook 5,Pistol,Doubles Offset Wk
Jaguars,offense,Playbook 5,Pistol,Empty Base
Jaguars,offense,Playbook 5,Pistol,Empty Base Flex
Jaguars,offense,Playbook 5,Pistol,Spread Y-Slot Wk
Jaguars,offense,Playbook 5,Pistol,Tight Slots
Jaguars,offense,Playbook 5,Pistol,Tight Y Off Wk
Jaguars,offense,Playbook 5,Pistol,Trey Open Offset
Jaguars,offense,Playbook 5,Pistol,Trey Y-Flex
Jaguars,offense,Playbook 5,Pistol,Trio Offset
Jaguars,offense,Playbook 5,Pistol,Wing Slot Wk
Jaguars,offense,Playbook 5,Pistol,Wing Tight
Jaguars,offense,Playbook 5,Pistol,Y Off Trips
Jaguars,offense,Playbook 5,Pistol,Close
Jaguars,offense,Playbook 5,Pistol,H Wing
Jaguars,offense,Playbook 5,Pistol,Normal
Jaguars,offense,Playbook 6,Shotgun,Bunch Open Te
Jaguars,offense,Playbook 6,Shotgun,Bunch Wide Nasty
Jaguars,offense,Playbook 6,Shotgun,Bunch X Nasty
Jaguars,offense,Playbook 6,Shotgun,Double Stack
Jaguars,offense,Playbook 6,Shotgun,Doubles Offset
Jaguars,offense,Playbook 6,Shotgun,Doubles Offset Wk
Jaguars,offense,Playbook 6,Shotgun,Empty Base
Jaguars,offense,Playbook 6,Shotgun,Empty Base Flex
Jaguars,offense,Playbook 6,Shotgun,Spread Y-Slot Wk
Jaguars,offense,Playbook 6,Shotgun,Tight Slots
Jaguars,offense,Playbook 6,Shotgun,Tight Y Off Wk
Jaguars,offense,Playbook 6,Shotgun,Trey Open Offset
Jaguars,offense,Playbook 6,Shotgun,Trey Y-Flex
Jaguars,offense,Playbook 6,Shotgun,Trio Offset
Jaguars,offense,Playbook 6,Shotgun,Wing Slot Wk
Jaguars,offense,Playbook 6,Shotgun,Wing Tight
Jaguars,offense,Playbook 6,Shotgun,Y Off Trips
Jaguars,offense,Playbook 6,Shotgun,Close
Jaguars,offense,Playbook 6,Shotgun,H Wing
Jaguars,offense,Playbook 6,Shotgun,Normal
Jaguars,offense,Playbook 7,Strong I,Close
Jaguars,offense,Playbook 7,Strong I,H Wing
Jaguars,offense,Playbook 7,Strong I,Normal
Jaguars,offense,Playbook 8,Goal Line Offense,Normal
Jaguars,defense,Playbook 4,4-3,Odd
Jaguars,defense,Playbook 4,4-3,Over
Jaguars,defense,Playbook 4,4-3,Over Solid
Jaguars,defense,Playbook 4,4-3,Under
Jaguars,defense,Playbook 4,4-3,Bear
Jaguars,defense,Playbook 4,4-3,Double Mug
Jaguars,defense,Playbook 4,4-3,Over
Jaguars,defense,Playbook 4,4-3,Wide
Jaguars,defense,Playbook 4,4-3,2-3-6 Sam
Jaguars,defense,Playbook 4,4-3,Normal
Jaguars,defense,Playbook 4,4-3,5-3
Jaguars,defense,Playbook 4,4-3,6-2
Jaguars,defense,Playbook 4,4-3,3 Deep
Jaguars,defense,Playbook 5,46,Bear
Jaguars,defense,Playbook 5,46,Double Mug
Jaguars,defense,Playbook 5,46,Over
Jaguars,defense,Playbook 5,46,Wide
Jaguars,defense,Playbook 5,46,2-3-6 Sam
Jaguars,defense,Playbook 5,46,Normal
Jaguars,defense,Playbook 5,46,5-3
Jaguars,defense,Playbook 5,46,6-2
Jaguars,defense,Playbook 5,46,3 Deep
Jaguars,defense,Playbook 6,Nickel,Double Mug
Jaguars,defense,Playbook 6,Nickel,Over
Jaguars,defense,Playbook 6,Nickel,Wide
Jaguars,defense,Playbook 6,Nickel,2-3-6 Sam
Jaguars,defense,Playbook 6,Nickel,Normal
Jaguars,defense,Playbook 6,Nickel,5-3
Jaguars,defense,Playbook 6,Nickel,6-2
Jaguars,defense,Playbook 6,Nickel,3 Deep
Jaguars,defense,Playbook 7,Dime,2-3-6 Sam
Jaguars,defense,Playbook 7,Dime,Normal
Jaguars,defense,Playbook 7,Dime,5-3
Jaguars,defense,Playbook 7,Dime,6-2
Jaguars,defense,Playbook 7,Dime,3 Deep
Jaguars,defense,Playbook 8,Goal Line Defense,5-3
Jaguars,defense,Playbook 8,Goal Line Defense,6-2
Jaguars,defense,Playbook 8,Goal Line Defense,3 Deep
Jaguars,defense,Playbook 9,Prevent,3 Deep
Jets,offense,Playbook 4,Singleback,Deuce Close
Jets,offense,Playbook 4,Singleback,Doubles Z Close
Jets,offense,Playbook 4,Singleback,Tight Doubles
Jets,offense,Playbook 4,Singleback,Tight Y Off Flex
Jets,offense,Playbook 4,Singleback,Wing
Jets,offense,Playbook 4,Singleback,Wing Flex Close
Jets,offense,Playbook 4,Singleback,Wing Pair
Jets,offense,Playbook 4,Singleback,5Wr Flex Trey
Jets,offense,Playbook 4,Singleback,Bunch
Jets,offense,Playbook 4,Singleback,Bunch Open Te
Jets,offense,Playbook 4,Singleback,Bunch Te
Jets,offense,Playbook 4,Singleback,Doubles
Jets,offense,Playbook 4,Singleback,Doubles Hb Wk
Jets,offense,Playbook 4,Singleback,Empty Bunch Open
Jets,offense,Playbook 4,Singleback,Empty Chips Tight
Jets,offense,Playbook 4,Singleback,Split Close
Jets,offense,Playbook 4,Singleback,Split Flanker Close
Jets,offense,Playbook 4,Singleback,Spread Dbl Flex
Jets,offense,Playbook 4,Singleback,Tight Doubles
Jets,offense,Playbook 4,Singleback,Tight Offset Te
Jets,offense,Playbook 4,Singleback,Trey 4Wr
Jets,offense,Playbook 4,Singleback,Trey Y-Flex
Jets,offense,Playbook 4,Singleback,Trips Te Offset
Jets,offense,Playbook 4,Singleback,Wing Slot Offset
Jets,offense,Playbook 4,Singleback,Y Off Trio Wk
Jets,offense,Playbook 4,Singleback,Y Trips Wk
Jets,offense,Playbook 4,Singleback,Close
Jets,offense,Playbook 4,Singleback,Slot
Jets,offense,Playbook 4,Singleback,Wing
Jets,offense,Playbook 4,Singleback,Close
Jets,offense,Playbook 4,Singleback,Normal
Jets,offense,Playbook 5,Shotgun,5Wr Flex Trey
Jets,offense,Playbook 5,Shotgun,Bunch
Jets,offense,Playbook 5,Shotgun,Bunch Open Te
Jets,offense,Playbook 5,Shotgun,Bunch Te
Jets,offense,Playbook 5,Shotgun,Doubles
Jets,offense,Playbook 5,Shotgun,Doubles Hb Wk
Jets,offense,Playbook 5,Shotgun,Empty Bunch Open
Jets,offense,Playbook 5,Shotgun,Empty Chips Tight
Jets,offense,Playbook 5,Shotgun,Split Close
Jets,offense,Playbook 5,Shotgun,Split Flanker Close
Jets,offense,Playbook 5,Shotgun,Spread Dbl Flex
Jets,offense,Playbook 5,Shotgun,Tight Doubles
Jets,offense,Playbook 5,Shotgun,Tight Offset Te
Jets,offense,Playbook 5,Shotgun,Trey 4Wr
Jets,offense,Playbook 5,Shotgun,Trey Y-Flex
Jets,offense,Playbook 5,Shotgun,Trips Te Offset
Jets,offense,Playbook 5,Shotgun,Wing Slot Offset
Jets,offense,Playbook 5,Shotgun,Y Off Trio Wk
Jets,offense,Playbook 5,Shotgun,Y Trips Wk
Jets,offense,Playbook 5,Shotgun,Close
Jets,offense,Playbook 5,Shotgun,Slot
Jets,offense,Playbook 5,Shotgun,Wing
Jets,offense,Playbook 5,Shotgun,Close
Jets,offense,Playbook 5,Shotgun,Normal
Jets,offense,Playbook 6,I Form,Close
Jets,offense,Playbook 6,I Form,Slot
Jets,offense,Playbook 6,I Form,Wing
Jets,offense,Playbook 6,I Form,Close
Jets,offense,Playbook 6,I Form,Normal
Jets,offense,Playbook 7,Strong I,Close
Jets,offense,Playbook 7,Strong I,Normal
Jets,offense,Playbook 8,Goal Line Offense,Normal
Jets,defense,Playbook 4,4-3,Even 6-1
Jets,defense,Playbook 4,4-3,Over
Jets,defense,Playbook 4,4-3,Over Solid
Jets,defense,Playbook 4,4-3,Over Wide
Jets,defense,Playbook 4,4-3,Normal
Jets,defense,Playbook 4,4-3,Double Mug
Jets,defense,Playbook 4,4-3,Over
Jets,defense,Playbook 4,4-3,Wide
Jets,defense,Playbook 4,4-3,3-2
Jets,defense,Playbook 4,4-3,Normal
Jets,defense,Playbook 4,4-3,5-3
Jets,defense,Playbook 4,4-3,6-2
Jets,defense,Playbook 4,4-3,3 Deep
Jets,defense,Playbook 5,5-2,Normal
Jets,defense,Playbook 5,5-2,Double Mug
Jets,defense,Playbook 5,5-2,Over
Jets,defense,Playbook 5,5-2,Wide
Jets,defense,Playbook 5,5-2,3-2
Jets,defense,Playbook 5,5-2,Normal
Jets,defense,Playbook 5,5-2,5-3
Jets,defense,Playbook 5,5-2,6-2
Jets,defense,Playbook 5,5-2,3 Deep
Jets,defense,Playbook 6,Nickel,Double Mug
Jets,defense,Playbook 6,Nickel,Over
Jets,defense,Playbook 6,Nickel,Wide
Jets,defense,Playbook 6,Nickel,3-2
Jets,defense,Playbook 6,Nickel,Normal
Jets,defense,Playbook 6,Nickel,5-3
Jets,defense,Playbook 6,Nickel,6-2
Jets,defense,Playbook 6,Nickel,3 Deep
Jets,defense,Playbook 7,Dime,3-2
Jets,defense,Playbook 7,Dime,Normal
Jets,defense,Playbook 7,Dime,5-3
Jets,defense,Playbook 7,Dime,6-2
Jets,defense,Playbook 7,Dime,3 Deep
Jets,defense,Playbook 8,Goal Line Defense,5-3
Jets,defense,Playbook 8,Goal Line Defense,6-2
Jets,defense,Playbook 8,Goal Line Defense,3 Deep
Jets,defense,Playbook 9,Prevent,3 Deep
Lions,offense,Playbook 4,Singleback,Deuce Close
Lions,offense,Playbook 4,Singleback,Doubles Y Off Close
Lions,offense,Playbook 4,Singleback,Tight Y Off Flex
Lions,offense,Playbook 4,Singleback,U Off Stack
Lions,offense,Playbook 4,Singleback,Wing
Lions,offense,Playbook 4,Singleback,Wing Pair Heavy
Lions,offense,Playbook 4,Singleback,Wing Stack
Lions,offense,Playbook 4,Singleback,Bunch Quads
Lions,offense,Playbook 4,Singleback,Bunch X Nasty
Lions,offense,Playbook 4,Singleback,Bunch Y-Flex
Lions,offense,Playbook 4,Singleback,Doubles
Lions,offense,Playbook 4,Singleback,Doubles Hip
Lions,offense,Playbook 4,Singleback,Doubles Y Off Nasty
Lions,offense,Playbook 4,Singleback,Empty Bunch Open
Lions,offense,Playbook 4,Singleback,Empty Chips Nasty
Lions,offense,Playbook 4,Singleback,Empty Hb Wide
Lions,offense,Playbook 4,Singleback,Spread Y-Slot Wk
Lions,offense,Playbook 4,Singleback,Tight Open
Lions,offense,Playbook 4,Singleback,Tight Y Off Wk
Lions,offense,Playbook 4,Singleback,Trips Te Flex
Lions,offense,Playbook 4,Singleback,Trips Y-Flex
Lions,offense,Playbook 4,Singleback,Wing Slot Offset
Lions,offense,Playbook 4,Singleback,Close
Lions,offense,Playbook 4,Singleback,Wing
Lions,offense,Playbook 4,Singleback,Y Off Close
Lions,offense,Playbook 4,Singleback,Y Off Close
Lions,offense,Playbook 4,Singleback,Close
Lions,offense,Playbook 4,Singleback,Normal
Lions,offense,Playbook 5,Shotgun,Bunch Quads
Lions,offense,Playbook 5,Shotgun,Bunch X Nasty
Lions,offense,Playbook 5,Shotgun,Bunch Y-Flex
Lions,offense,Playbook 5,Shotgun,Doubles
Lions,offense,Playbook 5,Shotgun,Doubles Hip
Lions,offense,Playbook 5,Shotgun,Doubles Y Off Nasty
Lions,offense,Playbook 5,Shotgun,Empty Bunch Open
Lions,offense,Playbook 5,Shotgun,Empty Chips Nasty
Lions,offense,Playbook 5,Shotgun,Empty Hb Wide
Lions,offense,Playbook 5,Shotgun,Spread Y-Slot Wk
Lions,offense,Playbook 5,Shotgun,Tight Open
Lions,offense,Playbook 5,Shotgun,Tight Y Off Wk
Lions,offense,Playbook 5,Shotgun,Trips Te Flex
Lions,offense,Playbook 5,Shotgun,Trips Y-Flex
Lions,offense,Playbook 5,Shotgun,Wing Slot Offset
Lions,offense,Playbook 5,Shotgun,Close
Lions,offense,Playbook 5,Shotgun,Wing
Lions,offense,Playbook 5,Shotgun,Y Off Close
Lions,offense,Playbook 5,Shotgun,Y Off Close
Lions,offense,Playbook 5,Shotgun,Close
Lions,offense,Playbook 5,Shotgun,Normal
Lions,offense,Playbook 6,I Form,Close
Lions,offense,Playbook 6,I Form,Wing
Lions,offense,Playbook 6,I Form,Y Off Close
Lions,offense,Playbook 6,I Form,Y Off Close
Lions,offense,Playbook 6,I Form,Close
Lions,offense,Playbook 6,I Form,Normal
Lions,offense,Playbook 7,Strong I,Y Off Close
Lions,offense,Playbook 7,Strong I,Close
Lions,offense,Playbook 7,Strong I,Normal
Lions,offense,Playbook 8,Weak I,Close
Lions,offense,Playbook 8,Weak I,Normal
Lions,offense,Playbook 9,Goal Line Offense,Normal
Lions,defense,Playbook 4,4-3,Even 6-1
Lions,defense,Playbook 4,4-3,Over
Lions,defense,Playbook 4,4-3,Over Solid
Lions,defense,Playbook 4,4-3,Over Wide
Lions,defense,Playbook 4,4-3,Normal
Lions,defense,Playbook 4,4-3,Double Mug
Lions,defense,Playbook 4,4-3,Over
Lions,defense,Playbook 4,4-3,Wide
Lions,defense,Playbook 4,4-3,Normal
Lions,defense,Playbook 4,4-3,Rush
Lions,defense,Playbook 4,4-3,5-3
Lions,defense,Playbook 4,4-3,6-2
Lions,defense,Playbook 4,4-3,3 Deep
Lions,defense,Playbook 5,5-2,Normal
Lions,defense,Playbook 5,5-2,Double Mug
Lions,defense,Playbook 5,5-2,Over
Lions,defense,Playbook 5,5-2,Wide
Lions,defense,Playbook 5,5-2,Normal
Lions,defense,Playbook 5,5-2,Rush
Lions,defense,Playbook 5,5-2,5-3
Lions,defense,Playbook 5,5-2,6-2
Lions,defense,Playbook 5,5-2,3 Deep
Lions,defense,Playbook 6,Nickel,Double Mug
Lions,defense,Playbook 6,Nickel,Over
Lions,defense,Playbook 6,Nickel,Wide
Lions,defense,Playbook 6,Nickel,Normal
Lions,defense,Playbook 6,Nickel,Rush
Lions,defense,Playbook 6,Nickel,5-3
Lions,defense,Playbook 6,Nickel,6-2
Lions,defense,Playbook 6,Nickel,3 Deep
Lions,defense,Playbook 7,Dime,Normal
Lions,defense,Playbook 7,Dime,Rush
Lions,defense,Playbook 7,Dime,5-3
Lions,defense,Playbook 7,Dime,6-2
Lions,defense,Playbook 7,Dime,3 Deep
Lions,defense,Playbook 8,Goal Line Defense,5-3
Lions,defense,Playbook 8,Goal Line Defense,6-2
Lions,defense,Playbook 8,Goal Line Defense,3 Deep
Lions,defense,Playbook 9,Prevent,3 Deep
Packers,offense,Playbook 4,Singleback,Bunch X Nasty
Packers,offense,Playbook 4,Singleback,Deuce Close
Packers,offense,Playbook 4,Singleback,Tight Y Off
Packers,offense,Playbook 4,Singleback,Tight Y Off Flex
Packers,offense,Playbook 4,Singleback,U Off Stack
Packers,offense,Playbook 4,Singleback,Wing Close
Packers,offense,Playbook 4,Singleback,Wing Flex Close
Packers,offense,Playbook 4,Singleback,Wing Tight Nasty
Packers,offense,Playbook 4,Singleback,4Wr Pack Trips
Packers,offense,Playbook 4,Singleback,5Wr Flex Trey
Packers,offense,Playbook 4,Singleback,Bunch Str Nasty
Packers,offense,Playbook 4,Singleback,Bunch Str Offset
Packers,offense,Playbook 4,Singleback,Bunch Te
Packers,offense,Playbook 4,Singleback,Bunch Wide
Packers,offense,Playbook 4,Singleback,Doubles
Packers,offense,Playbook 4,Singleback,Empty Chips Tight
Packers,offense,Playbook 4,Singleback,Split Y Off
Packers,offense,Playbook 4,Singleback,Spread Y-Flex
Packers,offense,Playbook 4,Singleback,Tight Open
Packers,offense,Playbook 4,Singleback,Tight Y Off
Packers,offense,Playbook 4,Singleback,Tight Y Off Wk
Packers,offense,Playbook 4,Singleback,Trey Y-Flex
Packers,offense,Playbook 4,Singleback,Trips Te
Packers,offense,Playbook 4,Singleback,Wing Slot Wk
Packers,offense,Playbook 4,Singleback,Wing Stack
Packers,offense,Playbook 4,Singleback,Y Trips Wk
Packers,offense,Playbook 4,Singleback,Close Flex
Packers,offense,Playbook 4,Singleback,Wing
Packers,offense,Playbook 4,Singleback,Y Off Close
Packers,offense,Playbook 4,Singleback,Close
Packers,offense,Playbook 4,Singleback,Close
Packers,offense,Playbook 4,Singleback,Normal
Packers,offense,Playbook 5,Shotgun,4Wr Pack Trips
Packers,offense,Playbook 5,Shotgun,5Wr Flex Trey
Packers,offense,Playbook 5,Shotgun,Bunch Str Nasty
Packers,offense,Playbook 5,Shotgun,Bunch Str Offset
Packers,offense,Playbook 5,Shotgun,Bunch Te
Packers,offense,Playbook 5,Shotgun,Bunch Wide
Packers,offense,Playbook 5,Shotgun,Doubles
Packers,offense,Playbook 5,Shotgun,Empty Chips Tight
Packers,offense,Playbook 5,Shotgun,Split Y Off
Packers,offense,Playbook 5,Shotgun,Spread Y-Flex
Packers,offense,Playbook 5,Shotgun,Tight Open
Packers,offense,Playbook 5,Shotgun,Tight Y Off
Packers,offense,Playbook 5,Shotgun,Tight Y Off Wk
Packers,offense,Playbook 5,Shotgun,Trey Y-Flex
Packers,offense,Playbook 5,Shotgun,Trips Te
Packers,offense,Playbook 5,Shotgun,Wing Slot Wk
Packers,offense,Playbook 5,Shotgun,Wing Stack
Packers,offense,Playbook 5,Shotgun,Y Trips Wk
Packers,offense,Playbook 5,Shotgun,Close Flex
Packers,offense,Playbook 5,Shotgun,Wing
Packers,offense,Playbook 5,Shotgun,Y Off Close
Packers,offense,Playbook 5,Shotgun,Close
Packers,offense,Playbook 5,Shotgun,Close
Packers,offense,Playbook 5,Shotgun,Normal
Packers,offense,Playbook 6,I Form,Close Flex
Packers,offense,Playbook 6,I Form,Wing
Packers,offense,Playbook 6,I Form,Y Off Close
Packers,offense,Playbook 6,I Form,Close
Packers,offense,Playbook 6,I Form,Close
Packers,offense,Playbook 6,I Form,Normal
Packers,offense,Playbook 7,Strong I,Close
Packers,offense,Playbook 7,Strong I,Close
Packers,offense,Playbook 7,Strong I,Normal
Packers,offense,Playbook 8,Weak I,Close
Packers,offense,Playbook 8,Weak I,Normal
Packers,offense,Playbook 9,Goal Line Offense,Normal
Packers,defense,Playbook 4,4-3,Even 6-1
Packers,defense,Playbook 4,4-3,Over
Packers,defense,Playbook 4,4-3,Over Solid
Packers,defense,Playbook 4,4-3,Over Wide
Packers,defense,Playbook 4,4-3,Normal
Packers,defense,Playbook 4,4-3,Double Mug
Packers,defense,Playbook 4,4-3,Over
Packers,defense,Playbook 4,4-3,Wide
Packers,defense,Playbook 4,4-3,Normal
Packers,defense,Playbook 4,4-3,Rush
Packers,defense,Playbook 4,4-3,5-3
Packers,defense,Playbook 4,4-3,6-2
Packers,defense,Playbook 4,4-3,3 Deep
Packers,defense,Playbook 5,5-2,Normal
Packers,defense,Playbook 5,5-2,Double Mug
Packers,defense,Playbook 5,5-2,Over
Packers,defense,Playbook 5,5-2,Wide
Packers,defense,Playbook 5,5-2,Normal
Packers,defense,Playbook 5,5-2,Rush
Packers,defense,Playbook 5,5-2,5-3
Packers,defense,Playbook 5,5-2,6-2
Packers,defense,Playbook 5,5-2,3 Deep
Packers,defense,Playbook 6,Nickel,Double Mug
Packers,defense,Playbook 6,Nickel,Over
Packers,defense,Playbook 6,Nickel,Wide
Packers,defense,Playbook 6,Nickel,Normal
Packers,defense,Playbook 6,Nickel,Rush
Packers,defense,Playbook 6,Nickel,5-3
Packers,defense,Playbook 6,Nickel,6-2
Packers,defense,Playbook 6,Nickel,3 Deep
Packers,defense,Playbook 7,Dime,Normal
Packers,defense,Playbook 7,Dime,Rush
Packers,defense,Playbook 7,Dime,5-3
Packers,defense,Playbook 7,Dime,6-2
Packers,defense,Playbook 7,Dime,3 Deep
Packers,defense,Playbook 8,Goal Line Defense,5-3
Packers,defense,Playbook 8,Goal Line Defense,6-2
Packers,defense,Playbook 8,Goal Line Defense,3 Deep
Packers,defense,Playbook 9,Prevent,3 Deep
Panthers,offense,Playbook 4,Singleback,Bunch X Nasty
Panthers,offense,Playbook 4,Singleback,Deuce Close
Panthers,offense,Playbook 4,Singleback,Tight Y Off Flex
Panthers,offense,Playbook 4,Singleback,U Off Trips
Panthers,offense,Playbook 4,Singleback,Wing Close
Panthers,offense,Playbook 4,Singleback,Wing Pair
Panthers,offense,Playbook 4,Singleback,Wing Stack
Panthers,offense,Playbook 4,Singleback,Wing Tight Left
Panthers,offense,Playbook 4,Singleback,Wing Tight Nasty
Panthers,offense,Playbook 4,Singleback,Bunch X Nasty
Panthers,offense,Playbook 4,Singleback,Deuce Close
Panthers,offense,Playbook 4,Singleback,Strong Y Off Close
Panthers,offense,Playbook 4,Singleback,Trips
Panthers,offense,Playbook 4,Singleback,U Off Trips
Panthers,offense,Playbook 4,Singleback,Bunch Str Nasty
Panthers,offense,Playbook 4,Singleback,Bunch Y-Flex
Panthers,offense,Playbook 4,Singleback,Deuce Close
Panthers,offense,Playbook 4,Singleback,Double Stack
Panthers,offense,Playbook 4,Singleback,Empty Base Trio
Panthers,offense,Playbook 4,Singleback,Empty Chips Tight
Panthers,offense,Playbook 4,Singleback,Normal Y Off Close
Panthers,offense,Playbook 4,Singleback,Normal Y Off Wk
Panthers,offense,Playbook 4,Singleback,Spread Y-Slot
Panthers,offense,Playbook 4,Singleback,Tight Doubles
Panthers,offense,Playbook 4,Singleback,Tight Y Off Wk
Panthers,offense,Playbook 4,Singleback,Trips
Panthers,offense,Playbook 4,Singleback,Trips Hb Wk
Panthers,offense,Playbook 4,Singleback,Trips X Nasty
Panthers,offense,Playbook 4,Singleback,Wing Stack
Panthers,offense,Playbook 4,Singleback,Y Off Trips
Panthers,offense,Playbook 4,Singleback,Y Off Trips Wk
Panthers,offense,Playbook 4,Singleback,Close Flex
Panthers,offense,Playbook 4,Singleback,H Close Off
Panthers,offense,Playbook 4,Singleback,Normal
Panthers,offense,Playbook 5,Pistol,Bunch X Nasty
Panthers,offense,Playbook 5,Pistol,Deuce Close
Panthers,offense,Playbook 5,Pistol,Strong Y Off Close
Panthers,offense,Playbook 5,Pistol,Trips
Panthers,offense,Playbook 5,Pistol,U Off Trips
Panthers,offense,Playbook 5,Pistol,Bunch Str Nasty
Panthers,offense,Playbook 5,Pistol,Bunch Y-Flex
Panthers,offense,Playbook 5,Pistol,Deuce Close
Panthers,offense,Playbook 5,Pistol,Double Stack
Panthers,offense,Playbook 5,Pistol,Empty Base Trio
Panthers,offense,Playbook 5,Pistol,Empty Chips Tight
Panthers,offense,Playbook 5,Pistol,Normal Y Off Close
Panthers,offense,Playbook 5,Pistol,Normal Y Off Wk
Panthers,offense,Playbook 5,Pistol,Spread Y-Slot
Panthers,offense,Playbook 5,Pistol,Tight Doubles
Panthers,offense,Playbook 5,Pistol,Tight Y Off Wk
Panthers,offense,Playbook 5,Pistol,Trips
Panthers,offense,Playbook 5,Pistol,Trips Hb Wk
Panthers,offense,Playbook 5,Pistol,Trips X Nasty
Panthers,offense,Playbook 5,Pistol,Wing Stack
Panthers,offense,Playbook 5,Pistol,Y Off Trips
Panthers,offense,Playbook 5,Pistol,Y Off Trips Wk
Panthers,offense,Playbook 5,Pistol,Close Flex
Panthers,offense,Playbook 5,Pistol,H Close Off
Panthers,offense,Playbook 5,Pistol,Normal
Panthers,offense,Playbook 6,Shotgun,Bunch Str Nasty
Panthers,offense,Playbook 6,Shotgun,Bunch Y-Flex
Panthers,offense,Playbook 6,Shotgun,Deuce Close
Panthers,offense,Playbook 6,Shotgun,Double Stack
Panthers,offense,Playbook 6,Shotgun,Empty Base Trio
Panthers,offense,Playbook 6,Shotgun,Empty Chips Tight
Panthers,offense,Playbook 6,Shotgun,Normal Y Off Close
Panthers,offense,Playbook 6,Shotgun,Normal Y Off Wk
Panthers,offense,Playbook 6,Shotgun,Spread Y-Slot
Panthers,offense,Playbook 6,Shotgun,Tight Doubles
Panthers,offense,Playbook 6,Shotgun,Tight Y Off Wk
Panthers,offense,Playbook 6,Shotgun,Trips
Panthers,offense,Playbook 6,Shotgun,Trips Hb Wk
Panthers,offense,Playbook 6,Shotgun,Trips X Nasty
Panthers,offense,Playbook 6,Shotgun,Wing Stack
Panthers,offense,Playbook 6,Shotgun,Y Off Trips
Panthers,offense,Playbook 6,Shotgun,Y Off Trips Wk
Panthers,offense,Playbook 6,Shotgun,Close Flex
Panthers,offense,Playbook 6,Shotgun,H Close Off
Panthers,offense,Playbook 6,Shotgun,Normal
Panthers,offense,Playbook 7,I Form,Close Flex
Panthers,offense,Playbook 7,I Form,H Close Off
Panthers,offense,Playbook 7,I Form,Normal
Panthers,offense,Playbook 8,Strong I,H Close Off
